"Retail trade sales by province and territory (x 1,000)" c 1 2 3 4 5
"Monthly"
"Table: 20-10-0008-01 (formerly CANSIM 080-0020)"
"Geography: Canada, Province or territory, Census metropolitan area, Census metropolitan area part"

"","Canada","Newfoundland and Labrador","Prince Edward Island","Nova Scotia","New Brunswick","Quebec","Ontario","Manitoba","Saskatchewan","Alberta","British Columbia","Yukon","Northwest Territories","Nunavut"
"","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]","Retail trade  [44-45]"
"Reference period","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted","Unadjusted"
"","Dollars",,,,,,,,,,,,,
"December 2005","36,726,743A","595,155A","141,835A","1,100,919A","832,956A","7,670,776A","13,987,855A","1,203,889A","1,051,841A","5,009,457A","5,014,719A","39,371A","53,832A","24,138A"
"January 2006","25,993,203A","382,064A","93,989A","753,215A","582,889A","5,629,370A","9,619,773A","846,090A","756,799A","3,640,411A","3,601,091A","27,890A","41,275A","18,348A"
"February 2006","25,128,165A","365,169A","91,980A","713,529A","560,411A","5,480,933A","9,073,226A","822,992A","735,110A","3,621,450A","3,574,334A","27,552A","43,641A","17,838A"
"March 2006","30,760,061A","441,403A","109,513A","873,720A","710,279A","6,904,518A","11,196,478A","1,014,043A","865,932A","4,304,512A","4,230,640A","33,086A","53,973A","21,962A"
"April 2006","32,106,585A","480,268A","116,518A","895,026A","725,853A","7,419,510A","11,470,097A","1,057,533A","935,809A","4,627,146A","4,274,566A","35,370A","47,906A","20,984A"
"May 2006","34,894,460A","536,524A","139,220A","993,651A","796,043A","8,064,424A","12,454,297A","1,149,466A","1,049,640A","4,961,474A","4,637,084A","41,367A","49,676A","21,596A"
"June 2006","35,049,112A","549,035A","139,391A","1,012,413A","797,951A","7,908,348A","12,606,652A","1,164,486A","1,054,530A","4,986,629A","4,709,400A","44,488A","53,841A","21,948A"
"July 2006","34,341,547A","535,101A","145,837A","987,454A","785,945A","7,720,570A","12,176,499A","1,132,419A","1,033,961A","4,974,934A","4,727,505A","45,002A","53,232A","23,088A"
"August 2006","35,045,180A","554,912A","148,179A","1,002,790A","798,840A","7,818,492A","12,449,253A","1,160,783A","1,051,395A","5,138,156A","4,800,355A","44,371A","54,239A","23,418A"
"September 2006","33,056,559A","504,413A","129,389A","929,424A","739,987A","7,310,947A","11,869,639A","1,104,757A","998,415A","4,802,309A","4,555,004A","39,463A","49,436A","23,375A"
"October 2006","31,830,349A","489,819A","120,903A","893,115A","711,528A","7,105,581A","11,400,849A","1,058,939A","967,183A","4,623,553A","4,354,085A","37,246A","45,864A","21,683B"
"November 2006","32,663,281A","544,349A","124,409A","947,106A","758,903A","7,129,143A","11,937,155A","1,092,815A","964,406A","4,746,220A","4,316,366A","33,712A","47,491A","21,205B"
"December 2006","38,605,976A","628,979A","149,726A","1,139,667A","889,120A","8,015,636A","14,342,898A","1,270,029A","1,141,141A","5,546,308A","5,355,940A","43,013A","58,557A","24,962B"
"January 2007","27,777,968A","410,562A","104,398A","784,271A","620,415A","5,985,462A","9,903,036A","926,080A","855,226A","4,159,780A","3,933,952A","30,481A","45,460A","18,846A"
"February 2007","26,548,520A","402,824A","99,706A","748,649A","591,877A","5,694,752A","9,423,169A","888,329A","793,054A","3,971,940A","3,833,508A","33,095A","48,863A","18,753A"
"March 2007","32,818,504A","492,926A","119,530A","915,433A","728,337A","7,177,947A","11,601,269A","1,116,995A","1,000,274A","4,955,677A","4,588,274A","35,871A","62,494A","23,478A"
"April 2007","33,621,240A","510,233A","121,837A","911,194A","749,618A","7,755,800A","11,725,102A","1,128,514A","1,056,442A","5,003,535A","4,543,190A","38,073A","54,285A","23,416A"
"May 2007","38,434,319A","591,711A","146,619A","1,052,927A","873,049A","8,975,655A","13,437,800A","1,272,967A","1,195,862A","5,718,198A","5,043,660A","45,815A","56,397A","23,659A"
"June 2007","37,555,708A","610,602A","151,075A","1,059,836A","868,216A","8,325,896A","13,272,433A","1,267,779A","1,179,419A","5,636,000A","5,050,854A","49,644A","60,024A","23,930A"
"July 2007","35,635,889A","582,298A","157,242A","1,023,049A","833,657A","7,819,097A","12,292,776A","1,216,402A","1,161,567A","5,461,343A","4,956,146A","47,383A","61,522A","23,407A"
"August 2007","36,978,090A","607,338A","165,280A","1,052,576A","873,385A","8,129,415A","12,921,704A","1,249,169A","1,190,673A","5,531,409A","5,123,422A","48,770A","59,629A","25,322A"
"September 2007","34,057,842A","528,799A","133,936A","958,266A","769,975A","7,371,771A","12,043,152A","1,166,993A","1,112,622A","5,062,393A","4,788,465A","43,204A","53,767A","24,500A"
"October 2007","34,070,363A","541,467A","134,708A","968,754A","787,629A","7,513,001A","12,021,701A","1,180,685A","1,115,958A","5,005,442A","4,681,918A","42,632A","53,724A","22,743A"
"November 2007","35,091,406A","588,273A","134,281A","1,002,654A","816,957A","7,589,676A","12,593,142A","1,218,780A","1,146,513A","5,149,655A","4,731,990A","40,358A","55,957A","23,172A"
"December 2007","40,006,665A","660,845A","152,208A","1,139,433A","894,650A","8,073,179A","14,742,569A","1,384,249A","1,323,420A","5,834,857A","5,660,952A","47,373A","66,049A","26,879A"
"January 2008","30,525,699A","466,454A","113,086A","851,147A","680,928A","6,567,632A","10,940,757A","1,057,924A","1,006,211A","4,467,895A","4,262,658A","35,435A","53,448A","22,124A"
"February 2008","29,418,898A","463,265A","110,879A","831,967A","667,324A","6,400,050A","10,310,206A","1,024,719A","975,985A","4,343,290A","4,175,218A","35,357A","58,415A","22,223A"
"March 2008","32,925,876A","493,945A","118,448A","931,480A","726,857A","7,094,265A","11,555,587A","1,168,605A","1,115,911A","4,952,322A","4,638,845A","39,328A","65,238A","25,046A"
"April 2008","36,272,111A","568,379A","133,183A","978,421A","823,684A","8,345,716A","12,926,611A","1,257,353A","1,223,653A","5,110,703A","4,777,008A","42,830A","59,009A","25,562A"
"May 2008","39,778,972A","625,249A","156,657A","1,112,518A","919,837A","9,229,964A","13,920,921A","1,377,055A","1,372,419A","5,708,372A","5,219,092A","49,802A","60,503A","26,582A"
"June 2008","37,842,321A","616,461A","155,393A","1,058,624A","889,047A","8,458,239A","13,387,732A","1,312,942A","1,302,280A","5,471,322A","5,051,071A","50,935A","61,412A","26,863A"
"July 2008","38,632,038A","652,018A","170,143A","1,110,963A","946,832A","8,653,259A","13,547,970A","1,324,895A","1,341,587A","5,511,221A","5,231,511A","53,542A","62,023A","26,075A"
"August 2008","37,775,417A","646,689A","167,799A","1,083,301A","921,459A","8,340,775A","13,333,517A","1,304,752A","1,299,819A","5,392,861A","5,147,802A","50,408A","59,533A","26,703A"
"September 2008","36,138,751A","591,906A","145,385A","1,025,408A","858,144A","8,053,849A","12,749,504A","1,259,256A","1,250,745A","5,194,759A","4,880,108A","47,232A","56,820A","25,633A"
"October 2008","36,158,245A","606,895A","142,004A","1,016,017A","863,020A","8,115,389A","12,753,591A","1,289,455A","1,273,737A","5,173,217A","4,797,177A","45,252A","55,431A","27,060A"
"November 2008","34,230,901A","607,211A","134,797A","966,303A","800,511A","7,528,490A","12,301,422A","1,226,501A","1,193,691A","4,884,238A","4,471,580A","39,648A","51,207A","25,303A"
"December 2008","38,256,712A","670,975A","155,200A","1,124,588A","920,853A","8,028,869A","13,969,071A","1,379,066A","1,319,888A","5,409,402A","5,141,778A","44,776A","62,649A","29,596A"
"January 2009","29,192,654A","459,346A","112,323A","837,884A","686,371A","6,353,609A","10,420,323A","1,045,889A","1,021,014A","4,160,757A","3,989,196A","34,287A","49,697A","21,959A"
"February 2009","26,804,723A","436,697A","101,273A","762,864A","623,366A","5,916,029A","9,565,220A","954,392A","934,563A","3,749,499A","3,657,617A","31,294A","49,498A","22,412A"
"March 2009","31,356,949A","506,736A","116,207A","895,943A","735,849A","7,133,819A","11,259,006A","1,123,284A","1,101,918A","4,249,536A","4,108,995A","36,877A","61,597A","27,183A"
"April 2009","33,942,769A","567,506A","132,196A","964,905A","803,969A","7,953,442A","12,036,441A","1,203,134A","1,178,332A","4,584,227A","4,396,928A","40,081A","52,780A","28,831A"
"May 2009","37,316,515A","635,271A","150,418A","1,076,920A","897,064A","8,752,530A","13,206,956A","1,306,926A","1,318,476A","5,046,778A","4,794,694A","46,055A","56,977A","27,450A"
"June 2009","36,865,690A","651,267A","152,341A","1,088,267A","889,943A","8,458,540A","12,961,124A","1,339,172A","1,326,054A","5,076,972A","4,779,588A","51,358A","63,783A","27,281A"
"July 2009","37,191,480A","667,569A","167,025A","1,099,654A","929,889A","8,529,309A","13,004,369A","1,335,533A","1,313,701A","5,070,636A","4,931,927A","50,746A","63,387A","27,734A"
"August 2009","36,049,418A","630,279A","160,813A","1,062,301A","911,618A","8,139,094A","12,753,138A","1,286,627A","1,286,399A","4,867,836A","4,812,144A","51,082A","60,526A","27,563A"
"September 2009","35,537,357A","610,970A","149,476A","1,031,716A","890,072A","8,039,278A","12,659,491A","1,276,955A","1,239,621A","4,753,756A","4,753,854A","46,473A","58,118A","27,577A"
"October 2009","36,133,694A","627,213A","140,466A","1,053,901A","885,376A","8,220,019A","12,778,475A","1,322,821A","1,298,435A","4,845,226A","4,827,350A","46,486A","59,809A","28,119A"
"November 2009","34,354,756A","616,566A","136,394A","1,020,807A","837,288A","7,657,160A","12,400,762A","1,249,737A","1,183,031A","4,572,675A","4,557,882A","41,792A","53,729A","26,934A"
"December 2009","40,969,765A","711,459A","162,711A","1,210,192A","1,003,109A","8,605,758A","15,063,820A","1,475,131A","1,403,336A","5,511,258A","5,678,127A","50,306A","63,327A","31,230A"
"January 2010","30,668,321A","492,679A","118,863A","876,665A","720,477A","6,791,289A","10,930,410A","1,106,119A","1,052,304A","4,243,099A","4,226,346A","37,687A","48,837A","23,548A"
"February 2010","28,632,551A","473,636A","109,735A","835,179A","690,362A","6,415,550A","10,006,078A","1,031,019A","976,374A","4,001,619A","3,980,578A","35,602A","52,712A","24,106A"
"March 2010","34,967,182A","576,652A","133,536A","1,007,998A","827,753A","8,143,969A","12,333,348A","1,252,462A","1,187,059A","4,735,888A","4,630,154A","44,529A","64,461A","29,373A"
"April 2010","36,469,949A","608,758A","144,899A","1,047,713A","870,989A","8,647,054A","12,878,830A","1,289,771A","1,251,932A","4,830,125A","4,769,292A","46,041A","55,536A","29,010A"
"May 2010","38,424,455A","634,467A","154,362A","1,097,979A","930,590A","9,008,023A","13,592,354A","1,361,195A","1,311,987A","5,154,411A","5,040,869A","51,400A","57,817A","29,001A"
"June 2010","38,973,462A","671,726A","160,270A","1,171,598A","942,209A","8,852,038A","13,915,167A","1,389,143A","1,347,363A","5,277,683A","5,094,943A","56,657A","65,974A","28,691A"
"July 2010","38,932,294A","683,755A","175,547A","1,113,260A","976,729A","8,896,476A","13,651,942A","1,431,665A","1,367,036A","5,287,161A","5,198,326A","57,703A","64,052A","28,643A"
"August 2010","37,395,330A","664,286A","166,187A","1,080,602A","932,338A","8,442,195A","13,189,380A","1,360,852A","1,319,444A","5,118,818A","4,973,833A","55,778A","63,436A","28,181A"
"September 2010","36,923,390A","614,305A","151,101A","1,054,260A","892,683A","8,308,101A","13,177,081A","1,340,969A","1,276,721A","5,056,495A","4,909,980A","54,114A","58,887A","28,694A"
"October 2010","37,014,326A","625,771A","145,357A","1,058,805A","883,749A","8,506,463A","13,111,374A","1,325,500A","1,276,129A","5,053,899A","4,887,691A","53,785A","56,741A","29,063A"
"November 2010","37,408,825A","657,163A","145,148A","1,070,997A","907,036A","8,338,368A","13,538,952A","1,342,206A","1,289,553A","5,158,389A","4,827,912A","49,013A","55,483A","28,607A"
"December 2010","43,147,947A","749,540A","165,176A","1,235,570A","1,019,784A","9,239,998A","15,951,285A","1,539,471A","1,447,439A","5,931,272A","5,711,125A","57,034A","65,740A","34,515A"
"January 2011","31,191,594A","503,040A","115,600A","877,554A","739,005A","6,926,599A","11,243,767A","1,112,380A","1,101,912A","4,333,046A","4,123,317A","40,186A","50,587A","24,602A"
"February 2011","29,797,949A","495,120A","110,698A","837,695A","707,017A","6,568,745A","10,668,602A","1,090,838A","1,037,704A","4,157,880A","4,004,959A","39,302A","54,593A","24,797A"
"March 2011","36,099,866A","607,848A","140,005A","1,036,843A","880,839A","8,140,826A","12,818,453A","1,313,744A","1,256,711A","4,970,047A","4,788,820A","48,406A","66,262A","31,063A"
"April 2011","38,035,760A","636,819A","149,069A","1,084,117A","918,629A","8,837,706A","13,385,671A","1,332,860A","1,318,410A","5,209,017A","5,019,135A","55,452A","59,279A","29,595A"
"May 2011","40,046,516A","677,424A","164,254A","1,140,959A","967,515A","9,281,334A","14,186,030A","1,412,431A","1,411,146A","5,528,520A","5,132,038A","56,940A","57,974A","29,952A"
"June 2011","40,839,556A","700,989A","169,818A","1,187,800A","1,008,921A","9,313,357A","14,479,541A","1,462,922A","1,465,248A","5,635,174A","5,255,268A","63,385A","66,784A","30,348A"
"July 2011","39,832,282A","701,063A","182,556A","1,194,108A","988,589A","9,106,048A","13,922,137A","1,435,723A","1,413,069A","5,464,302A","5,265,009A","63,250A","64,890A","31,538B"
"August 2011","39,541,248A","714,006A","181,386A","1,137,578A","996,785A","8,831,044A","13,878,529A","1,436,117A","1,422,929A","5,548,002A","5,240,414A","60,839A","63,320A","30,300B"
"September 2011","38,877,263A","670,013A","162,017A","1,113,577A","949,153A","8,699,725A","13,723,118A","1,411,056A","1,393,923A","5,457,597A","5,146,271A","57,889A","60,795A","32,127A"
"October 2011","38,203,872A","650,021A","153,305A","1,078,824A","915,993A","8,565,711A","13,267,258A","1,393,285A","1,403,305A","5,545,004A","5,088,464A","54,881A","57,665A","30,156A"
"November 2011","39,174,736A","687,665A","156,424A","1,104,140A","951,146A","8,676,620A","13,944,911A","1,401,056A","1,415,526A","5,651,075A","5,047,341A","51,792A","56,919A","30,123A"
"December 2011","45,089,701A","789,058A","180,682A","1,305,156A","1,079,664A","9,607,966A","16,340,662A","1,640,697A","1,559,138A","6,445,293A","5,978,821A","59,342A","68,096A","35,127A"
"January 2012","32,299,560A","521,184A","128,025A","905,388A","763,827A","6,987,132A","11,568,562A","1,144,281A","1,158,528A","4,694,784A","4,306,601A","41,973A","51,646A","27,629A"
"February 2012","32,037,162A","534,651A","121,655A","908,846A","759,118A","7,013,688A","11,247,061A","1,140,776A","1,137,508A","4,672,914A","4,368,617A","43,498A","61,174A","27,654A"
"March 2012","37,882,518A","626,536A","144,118A","1,064,521A","890,493A","8,407,451A","13,379,401A","1,356,316A","1,358,475A","5,459,308A","5,037,334A","53,066A","71,719A","33,779A"
"April 2012","37,740,840A","633,083A","151,408A","1,049,961A","888,817A","8,659,527A","13,200,161A","1,321,790A","1,381,205A","5,383,519A","4,933,416A","50,175A","57,039A","30,737A"
"May 2012","42,558,147A","741,556A","176,361A","1,196,304A","1,003,053A","9,655,534A","14,916,409A","1,468,619A","1,580,884A","6,185,509A","5,480,474A","60,068A","61,329A","32,048A"
"June 2012","41,765,337A","740,342A","174,555A","1,176,880A","993,527A","9,380,398A","14,683,467A","1,482,658A","1,563,083A","6,037,444A","5,370,020A","64,012A","69,282A","29,669A"
"July 2012","40,117,110A","722,809A","183,790A","1,135,954A","965,883A","9,109,612A","13,762,096A","1,442,435A","1,553,468A","5,816,396A","5,264,164A","63,861A","66,142A","30,500A"
"August 2012","41,307,128A","774,226A","188,974A","1,187,757A","994,349A","9,166,091A","14,369,642A","1,464,359A","1,572,257A","6,043,793A","5,384,342A","63,105A","66,850A","31,384A"
"September 2012","39,060,675A","686,339A","162,426A","1,105,491A","912,732A","8,546,936A","13,740,130A","1,395,497A","1,475,734A","5,811,493A","5,071,719A","60,164A","61,967A","30,048A"
"October 2012","39,497,273A","692,934A","160,052A","1,098,304A","915,671A","8,927,379A","13,597,723A","1,421,672A","1,506,497A","5,892,215A","5,133,824A","58,947A","61,423A","30,632A"
"November 2012","40,090,004A","722,124A","158,399A","1,137,905A","926,904A","8,892,019A","14,225,205A","1,415,356A","1,490,334A","5,920,172A","5,059,040A","53,210A","59,202A","30,132A"
"December 2012","43,444,637A","774,709A","171,886A","1,244,138A","986,358A","9,009,409A","15,727,459A","1,560,117A","1,595,658A","6,410,466A","5,807,314A","56,926A","65,803A","34,394B"
"January 2013","33,607,336A","561,726A","127,105A","931,353A","759,007A","7,328,495A","11,775,773A","1,191,249A","1,265,089A","5,070,415A","4,472,207A","44,423A","54,139A","26,355A"
"February 2013","31,686,766A","538,828A","116,492A","861,991A","706,757A","6,932,491A","10,972,390A","1,149,292A","1,188,571A","4,884,857A","4,209,503A","41,953A","57,796A","25,847A"
"March 2013","37,632,780A","658,351A","138,492A","1,051,823A","862,648A","8,302,862A","13,085,914A","1,348,634A","1,362,512A","5,638,704A","5,031,227A","51,045A","66,973A","33,597A"
"April 2013","39,504,016A","696,008A","155,628A","1,098,423A","905,475A","8,949,346A","13,715,017A","1,415,596A","1,473,006A","5,940,752A","5,013,053A","50,475A","61,351A","29,886A"
"May 2013","44,707,357A","805,969A","178,649A","1,244,413A","1,018,447A","10,272,046A","15,456,342A","1,579,936A","1,715,594A","6,712,199A","5,569,809A","59,220A","64,154A","30,579A"
"June 2013","42,299,543A","759,006A","176,306A","1,217,593A","975,611A","9,362,311A","14,705,275A","1,567,077A","1,664,660A","6,324,213A","5,392,561A","62,318A","64,856A","27,757A"
"July 2013","42,565,931A","790,623A","197,053A","1,230,248A","1,014,708A","9,596,511A","14,572,514A","1,494,686A","1,625,302A","6,336,772A","5,547,299A","62,691A","68,928A","28,593A"
"August 2013","43,391,178A","803,925A","192,987A","1,260,316A","1,013,035A","9,504,147A","15,129,445A","1,528,843A","1,646,346A","6,481,401A","5,670,184A","63,323A","66,268A","30,958A"
"September 2013","40,327,899A","708,596A","163,125A","1,140,106A","921,741A","8,728,327A","14,168,820A","1,423,003A","1,545,393A","6,138,477A","5,246,567A","55,376A","59,944A","28,424A"
"October 2013","41,747,250A","739,177A","164,490A","1,162,380A","951,926A","9,263,642A","14,405,541A","1,497,370A","1,594,443A","6,432,394A","5,389,200A","55,440A","61,659A","29,588A"
"November 2013","42,062,766A","740,643A","160,490A","1,189,594A","943,050A","9,222,766A","14,780,822A","1,477,169A","1,585,312A","6,422,420A","5,399,255A","50,650A","61,492A","29,102A"
"December 2013","44,940,706A","790,940A","168,519A","1,250,748A","1,001,374A","9,426,725A","16,107,807A","1,579,535A","1,619,263A","6,831,839A","6,003,291A","55,692A","71,817A","33,157A"
"January 2014","35,181,491A","592,148A","129,541A","959,552A","795,600A","7,425,442A","12,240,781A","1,258,356A","1,362,945A","5,603,616A","4,686,515A","44,285A","56,415A","26,295A"
"February 2014","33,120,378A","554,243A","120,597A","922,888A","747,186A","7,051,627A","11,460,489A","1,175,235A","1,263,945A","5,335,421A","4,362,419A","42,055A","58,777A","25,497A"
"March 2014","38,764,006A","656,300A","134,705A","1,049,505A","839,308A","8,287,339A","13,385,292A","1,407,590A","1,497,581A","6,175,082A","5,178,359A","51,270A","69,233A","32,441A"
"April 2014","42,142,874A","715,820A","153,046A","1,123,790A","929,315A","9,484,078A","14,660,747A","1,471,907A","1,583,956A","6,416,141A","5,460,102A","51,942A","62,129A","29,901A"
"May 2014","46,760,489A","808,273A","185,152A","1,279,997A","1,057,582A","10,597,597A","16,211,796A","1,634,621A","1,791,791A","7,105,468A","5,928,206A","62,432A","66,357A","31,218A"
"June 2014","44,550,964A","792,887A","188,442A","1,242,974A","1,007,327A","9,726,703A","15,582,066A","1,575,713A","1,678,460A","6,847,123A","5,749,393A","61,453A","69,274A","29,150A"
"July 2014","45,699,406A","851,615A","210,545A","1,306,749A","1,084,064A","9,979,824A","15,762,085A","1,594,861A","1,740,360A","7,006,519A","5,999,132A","65,381A","68,404A","29,869A"
"August 2014","44,765,234A","817,757A","200,871A","1,273,375A","1,044,987A","9,582,318A","15,658,172A","1,567,800A","1,684,365A","6,842,542A","5,933,334A","62,165A","66,175A","31,374A"
"September 2014","43,448,141A","762,227A","175,597A","1,197,214A","986,678A","9,207,502A","15,230,188A","1,542,609A","1,659,161A","6,824,921A","5,709,473A","57,956A","64,752A","29,862A"
"October 2014","44,236,013A","762,838A","171,254A","1,196,506A","987,825A","9,529,504A","15,501,688A","1,569,418A","1,668,003A","6,935,016A","5,759,390A","58,478A","65,435A","30,658A"
"November 2014","43,386,732A","770,854A","161,138A","1,174,846A","951,322A","9,119,217A","15,617,487A","1,530,663A","1,562,992A","6,639,871A","5,716,615A","50,998A","62,324A","28,403A"
"December 2014","47,291,686A","826,774A","176,291A","1,290,718A","1,048,078A","9,636,734A","17,159,733A","1,646,521A","1,656,403A","7,258,082A","6,432,968A","54,619A","71,231A","33,535A"
"January 2015","35,248,015A","589,180A","131,299A","930,668A","757,616A","7,400,819A","12,524,938A","1,251,712A","1,268,087A","5,387,126A","4,876,349A","43,100A","59,681A","27,438A"
"February 2015","33,625,076A","557,323A","119,092A","848,272A","724,629A","7,132,350A","11,771,011A","1,178,174A","1,203,347A","5,133,166A","4,820,849A","44,229A","65,140A","27,495A"
"March 2015","40,025,924A","645,814A","136,331A","982,514A","861,652A","8,587,643A","14,250,604A","1,431,044A","1,427,824A","6,018,706A","5,525,423A","52,784A","71,692A","33,890A"
"April 2015","42,989,382A","722,259A","160,704A","1,124,448A","950,061A","9,605,863A","15,275,379A","1,454,310A","1,555,719A","6,201,647A","5,783,556A","55,617A","67,911A","31,906A"
"May 2015","47,439,687A","805,474A","190,127A","1,302,277A","1,064,566A","10,435,716A","17,032,356A","1,598,762A","1,732,810A","6,796,530A","6,313,211A","66,537A","67,739A","33,582A"
"June 2015","46,376,329A","827,761A","194,629A","1,296,743A","1,064,083A","9,908,770A","16,606,590A","1,613,016A","1,674,676A","6,740,824A","6,276,192A","70,263A","70,154A","32,627B"
"July 2015","47,151,990A","852,068A","211,716A","1,329,613A","1,113,007A","10,201,785A","16,767,217A","1,656,372A","1,673,788A","6,758,100A","6,412,341A","65,085A","75,966A","34,931A"
"August 2015","45,655,167A","805,450A","199,578A","1,252,986A","1,050,395A","9,676,961A","16,386,391A","1,577,649A","1,629,161A","6,582,960A","6,326,302A","62,578A","70,718A","34,039A"
"September 2015","44,907,164A","771,434A","182,736A","1,232,099A","1,019,496A","9,503,063A","16,216,000A","1,578,419A","1,574,584A","6,481,258A","6,181,372A","61,799A","70,196A","34,710A"
"October 2015","45,477,857A","782,871A","176,332A","1,213,383A","1,033,130A","9,873,245A","16,296,684A","1,608,500A","1,611,411A","6,555,780A","6,163,715A","60,252A","67,178B","35,376A"
"November 2015","44,630,000A","783,792A","167,696A","1,198,307A","1,000,682A","9,416,159A","16,464,635A","1,553,108A","1,525,873A","6,321,436A","6,046,331A","54,743A","62,971B","34,268A"
"December 2015","49,078,191A","828,186A","188,458A","1,335,073A","1,090,855A","10,012,369A","18,343,059A","1,709,356A","1,640,447A","6,873,411A","6,883,707A","60,551A","72,175B","40,542A"
"January 2016","37,415,147A","581,030A","137,543A","975,681A","820,779A","7,784,230A","13,818,410A","1,330,941A","1,298,302A","5,221,978A","5,313,591A","48,330A","54,144A","30,187A"
"February 2016","36,815,980A","595,307A","132,022A","957,688A","808,993A","7,774,985A","13,311,988A","1,298,530A","1,263,438A","5,219,769A","5,311,231A","49,092A","61,366A","31,571A"
"March 2016","42,763,737A","682,620A","156,122A","1,111,622A","923,271A","9,248,386A","15,478,752A","1,510,837A","1,481,458A","5,973,877A","6,035,171A","57,197A","67,832A","36,590A"
"April 2016","46,155,952A","739,355A","178,096A","1,203,824A","1,015,796A","10,310,768A","16,708,022A","1,566,965A","1,578,712A","6,298,130A","6,399,157A","61,313A","59,800A","36,015A"
"May 2016","48,783,412A","814,049A","196,808A","1,297,666A","1,071,262A","11,028,381A","17,563,789A","1,661,176A","1,713,631A","6,634,379A","6,636,611A","68,276A","62,634A","34,750A"
"June 2016","48,892,480A","850,977A","208,378A","1,319,395A","1,121,460A","10,682,811A","17,762,675A","1,699,966A","1,749,927A","6,603,490A","6,719,192A","71,566A","66,919A","35,724A"
"July 2016","47,842,336A","788,093A","218,999A","1,323,489A","1,044,249A","10,534,905A","17,363,500A","1,625,145A","1,626,433A","6,368,757A","6,778,241A","68,012A","66,648A","35,865A"
"August 2016","47,790,528A","811,321A","211,508A","1,300,644A","1,048,271A","10,345,454A","17,307,754A","1,648,397A","1,647,802A","6,510,287A","6,783,617A","74,423A","64,463A","36,587A"
"September 2016","47,059,911A","777,193A","198,958A","1,282,792A","1,011,602A","10,213,767A","17,188,220A","1,618,052A","1,595,393A","6,391,739A","6,615,236A","66,602B","62,557A","37,798A"
"October 2016","46,455,078A","743,202A","181,088A","1,219,182A","984,520A","10,166,963A","16,951,088A","1,572,417A","1,559,886A","6,350,246A","6,569,138A","61,602B","58,902A","36,845A"
"November 2016","48,043,147A","792,836A","189,141A","1,306,911A","1,029,842A","10,379,452A","17,997,964A","1,611,203A","1,589,397A","6,385,345A","6,603,745A","60,120A","59,899A","37,292A"
"December 2016","51,693,611A","835,421A","200,436A","1,410,731A","1,097,879A","10,711,140A","19,433,376A","1,747,224A","1,699,126A","7,039,264A","7,343,592A","64,554A","68,384A","42,486A"
"January 2017","39,636,308A","606,752A","148,862A","1,042,061A","829,988A","8,321,479A","14,481,381A","1,397,595A","1,329,821A","5,531,878A","5,809,515A","48,981A","53,405A","34,589A"
"February 2017","38,074,136A","592,765A","135,308A","946,094A","821,312A","8,010,596A","13,849,974A","1,348,415A","1,289,187A","5,444,578A","5,491,871A","48,432A","59,131A","36,472A"
"March 2017","46,588,809A","695,346A","175,602A","1,214,489A","1,000,570A","9,783,374A","17,201,202A","1,665,634A","1,631,202A","6,403,719A","6,648,965A","61,753A","68,901A","38,051A"
"April 2017","48,423,073A","716,323A","185,113A","1,259,278A","1,029,589A","10,834,932A","17,794,949A","1,681,300A","1,580,658A","6,453,469A","6,732,777A","60,952A","57,244A","36,490A"
"May 2017","54,057,557A","828,290A","217,451A","1,449,550A","1,206,439A","11,905,017A","19,746,481A","1,877,089A","1,820,805A","7,392,108A","7,436,187A","73,426A","65,691A","39,021A"
"June 2017","52,905,969A","862,191A","214,745A","1,476,198A","1,145,764A","11,348,189A","19,242,276A","1,807,216A","1,770,694A","7,308,875A","7,547,148A","75,309A","68,925A","38,438A"
"July 2017","50,974,136A","808,921A","233,358A","1,439,870A","1,124,153A","10,985,545A","18,439,344A","1,734,677A","1,706,894A","6,898,661A","7,425,487A","74,622A","67,344A","35,259A"
"August 2017","52,091,210A","846,183A","228,571A","1,453,059A","1,150,042A","10,983,551A","19,113,594A","1,820,850A","1,741,792A","7,058,269A","7,520,753A","70,786A","68,255A","35,507A"
"September 2017","50,105,018A","801,215A","200,356A","1,361,515A","1,114,751A","10,426,512A","18,486,730A","1,721,312A","1,621,207A","6,932,931A","7,267,682A","70,008A","64,551A","36,248A"
"October 2017","50,626,368A","807,735A","197,020A","1,335,111A","1,088,678A","11,005,986A","18,432,073A","1,713,718A","1,689,010A","6,882,920A","7,306,300A","70,362B","60,853A","36,603A"
"November 2017","51,723,467A","820,884A","200,774A","1,418,826A","1,124,162A","11,004,415A","19,446,223A","1,770,093A","1,671,614A","6,840,716A","7,256,957A","70,005B","62,743A","36,055A"
"December 2017","53,621,980A","840,109A","211,993A","1,465,269A","1,156,613A","11,113,839A","20,083,354A","1,823,685A","1,724,182A","7,169,469A","7,847,344A","74,883B","71,825A","39,413A"
