REF_DATE,Automobile dealers [4411],"Automotive parts, accessories and tire stores [4413]","Beer, wine and liquor stores [4453]",Building material and garden equipment and supplies dealers [444],Cannabis stores [453993],Clothing and clothing accessories stores [448],Clothing stores [4481],Convenience stores [44512],Department stores [4521],Electronics and appliance stores [443],Food and beverage stores [445],Furniture and home furnishings stores [442],Furniture stores [4421],Gasoline stations [447],General merchandise stores [452],Grocery stores [4451],Health and personal care stores [446],Home furnishings stores [4422],"Jewellery, luggage and leather goods stores [4483]",Miscellaneous store retailers [453],Motor vehicle and parts dealers [441],New car dealers [44111],Other general merchandise stores [4529],Other motor vehicle dealers [4412],Retail trade [44-45],Shoe stores [4482],Specialty food stores [4452],"Sporting goods, hobby, book and music stores [451]",Supermarkets and other grocery (except convenience) stores  [44511],Used car dealers [44112]
2014-09,9774235.0,679459.0,1635315.0,2617424.0,,2356471.0,1871784.0,611431.0,2215019.0,1184054.0,9158807.0,1429570.0,895705.0,5442694.0,5053141.0,7028170.0,3008544.0,533864.0,204632.0,1094720.0,11098717.0,9165251.0,2838122.0,645023.0,43448141.0,280055.0,495322.0,1003999.0,6416739.0,608984.0
2014-10,9517321.0,857142.0,1690158.0,2652703.0,,2462818.0,1956629.0,609729.0,2293589.0,1146707.0,9674047.0,1393810.0,853606.0,5393778.0,5334749.0,7455645.0,3216691.0,540204.0,209561.0,1084298.0,10976555.0,8908902.0,3041160.0,602093.0,44236013.0,296628.0,528245.0,899857.0,6845915.0,608419.0
2014-11,8373063.0,919322.0,1687035.0,2295498.0,,2909409.0,2305292.0,549633.0,2703647.0,1389052.0,9346703.0,1491481.0,891926.0,4946122.0,5928780.0,7141731.0,3135437.0,599555.0,272808.0,1046399.0,9752251.0,7806251.0,3225133.0,459866.0,43386732.0,331309.0,517937.0,1145601.0,6592098.0,566812.0
2014-12,7828272.0,627816.0,2277624.0,1966215.0,,3826983.0,2883418.0,589792.0,3397137.0,1979338.0,10598387.0,1600101.0,941531.0,4608630.0,7276079.0,7620816.0,3711071.0,658570.0,590698.0,1195940.0,8889529.0,7303790.0,3878943.0,433441.0,47291686.0,352868.0,699947.0,1639413.0,7031025.0,524482.0
2015-01,6747480.0,498982.0,1340847.0,1681485.0,,1812080.0,1428819.0,535555.0,1900105.0,998966.0,8932312.0,1162636.0,732600.0,4045075.0,4306981.0,7168568.0,3045500.0,430036.0,181989.0,871785.0,7609601.0,6256398.0,2406875.0,363140.0,35248015.0,201271.0,422898.0,781592.0,6633013.0,491081.0
2015-02,6771273.0,457982.0,1331137.0,1565004.0,,1676271.0,1279874.0,489586.0,1839243.0,904611.0,8152177.0,1057165.0,640400.0,4023569.0,4227696.0,6374597.0,2836075.0,416766.0,224763.0,836318.0,7676455.0,6270246.0,2388452.0,447200.0,33625076.0,171634.0,446443.0,669733.0,5885010.0,501028.0
2015-03,9382685.0,572005.0,1512743.0,1998390.0,,2079975.0,1629491.0,564705.0,1979247.0,1049417.0,8979208.0,1294039.0,801954.0,4521349.0,4641960.0,6946032.0,3218803.0,492085.0,208588.0,942475.0,10526201.0,8701578.0,2662713.0,571512.0,40025924.0,241896.0,520433.0,774107.0,6381327.0,681107.0
2015-04,10706796.0,761927.0,1587892.0,2469772.0,,2323533.0,1810710.0,585987.0,,917074.0,9179272.0,1321502.0,817607.0,4384020.0,5113479.0,7069722.0,3179564.0,503895.0,213794.0,982857.0,12248806.0,9963967.0,,780083.0,42989382.0,299029.0,521658.0,869501.0,6483735.0,742829.0
2015-05,10949390.0,696241.0,1860015.0,3396197.0,,2635218.0,2048521.0,656584.0,,936060.0,10221768.0,1450174.0,919217.0,4987070.0,5790910.0,7796692.0,3267042.0,530957.0,260814.0,1099293.0,12724542.0,10228207.0,,1078910.0,47439687.0,325883.0,565061.0,931413.0,7140108.0,721183.0
2015-06,11020596.0,671904.0,1860777.0,3180305.0,,2388627.0,1872456.0,642702.0,,1050557.0,9735294.0,1422266.0,872610.0,5161898.0,5458010.0,7330983.0,3204697.0,549656.0,238591.0,1140339.0,12717650.0,10257525.0,,1025150.0,46376329.0,277580.0,543534.0,916687.0,6688281.0,763071.0
2015-07,10867705.0,671001.0,2138494.0,3036410.0,,2414583.0,1884147.0,700085.0,,1041954.0,10349397.0,1497507.0,935059.0,5450344.0,5498159.0,7649240.0,3246742.0,562448.0,242355.0,1120349.0,12545424.0,10107245.0,,1006719.0,47151990.0,288081.0,561663.0,951119.0,6949154.0,760459.0
2015-08,10340887.0,617477.0,2047894.0,2775201.0,,2580012.0,1996913.0,683703.0,,1123681.0,9973302.0,1550636.0,977133.0,5228775.0,5311536.0,7390315.0,3146065.0,573503.0,256472.0,1165251.0,11783009.0,9582070.0,,824645.0,45655167.0,326626.0,535094.0,1017700.0,6706612.0,758817.0
2015-09,10681389.0,672702.0,1781464.0,2790388.0,,2551069.0,2008088.0,627582.0,,1159412.0,9506094.0,1507666.0,944587.0,4768346.0,5172392.0,7197181.0,3194906.0,563080.0,228460.0,1182968.0,12067500.0,9924689.0,,713409.0,44907164.0,314520.0,527449.0,1006422.0,6569599.0,756699.0
2015-10,10250474.0,839271.0,1801540.0,2755006.0,,2768478.0,2190170.0,641906.0,,1085695.0,9932569.0,1494606.0,921074.0,4734722.0,5504462.0,7567797.0,3388798.0,573532.0,233653.0,1142954.0,11716842.0,9513449.0,,627097.0,45477857.0,344655.0,563232.0,953724.0,6925891.0,737025.0
2015-11,9674562.0,859391.0,1704921.0,2512584.0,,3067159.0,2438437.0,579481.0,,1397146.0,9190709.0,1583141.0,933094.0,4389575.0,5820200.0,6942562.0,3380939.0,650047.0,290485.0,1080105.0,11020561.0,8991259.0,,486608.0,44630000.0,338237.0,543226.0,1187882.0,6363081.0,683303.0
2015-12,8747468.0,639067.0,2402108.0,2114173.0,,4181429.0,3169226.0,633066.0,,1905128.0,10890415.0,1738582.0,1001515.0,4307876.0,7212202.0,7767007.0,3887005.0,737066.0,629142.0,1274199.0,9826917.0,8127287.0,,440382.0,49078191.0,383061.0,721300.0,1740266.0,7133941.0,620180.0
2016-01,8022617.0,488937.0,1379885.0,1831579.0,,1896280.0,1482422.0,540096.0,,952873.0,9012012.0,1259676.0,806991.0,3871115.0,4437077.0,7191582.0,3465985.0,452685.0,181508.0,958033.0,8903406.0,7361540.0,,391852.0,37415147.0,232350.0,440545.0,827111.0,6651486.0,661077.0
2016-02,8519233.0,471535.0,1452444.0,1816345.0,,1875455.0,1418813.0,526628.0,,923145.0,8495125.0,1211724.0,737780.0,3662724.0,4228487.0,6564922.0,3406817.0,473944.0,247369.0,941751.0,9531673.0,7795225.0,,540906.0,36815980.0,209273.0,477759.0,722733.0,6038293.0,724007.0
2016-03,10923608.0,606325.0,1666184.0,2148912.0,,2240769.0,1772879.0,592035.0,,1079090.0,9429886.0,1293859.0,787777.0,4079684.0,4741165.0,7222146.0,3688926.0,506082.0,193580.0,1034413.0,12179687.0,10048637.0,,649754.0,42763737.0,274311.0,541556.0,847346.0,6630111.0,874971.0
2016-04,12058081.0,813505.0,1687200.0,2723583.0,,2450202.0,1894031.0,611327.0,,1027156.0,9536122.0,1462564.0,927744.0,4272260.0,5290064.0,7333441.0,3658555.0,534820.0,221497.0,1089337.0,13743178.0,11154630.0,,871592.0,46155952.0,334674.0,515481.0,902931.0,6722114.0,903451.0
2016-05,11788561.0,745721.0,1895025.0,3499524.0,,2684165.0,2087015.0,647717.0,,1001223.0,9982566.0,1456308.0,906036.0,4807144.0,5737715.0,7540938.0,3738703.0,550272.0,245868.0,1217071.0,13713256.0,10906566.0,,1178974.0,48783412.0,351283.0,546603.0,945737.0,6893222.0,881994.0
2016-06,12194556.0,695222.0,2011993.0,3304993.0,,2527312.0,1973585.0,666259.0,,1078416.0,10180253.0,1441013.0,888273.0,4975142.0,5481714.0,7610616.0,3678988.0,552740.0,243796.0,1247767.0,14042314.0,11310727.0,,1152536.0,48892480.0,309931.0,557644.0,934568.0,6944357.0,883829.0
2016-07,11103106.0,639556.0,2177616.0,3155022.0,,2527283.0,1962316.0,708571.0,,1080280.0,10584240.0,1495597.0,925802.0,5013495.0,5461613.0,7834897.0,3620748.0,569795.0,248590.0,1207240.0,12733969.0,10273027.0,,991308.0,47842336.0,316377.0,571727.0,962849.0,7126326.0,830079.0
2016-08,11579875.0,673065.0,2005938.0,3039953.0,,2635802.0,2022670.0,700099.0,,1185664.0,9947783.0,1577601.0,975024.0,4977073.0,5232686.0,7396029.0,3705491.0,602577.0,250397.0,1262708.0,13212205.0,10711316.0,,959265.0,47790528.0,362734.0,545816.0,1013562.0,6695930.0,868559.0
2016-09,11416089.0,678235.0,1844261.0,2969050.0,,2690908.0,2092616.0,664118.0,,1229521.0,9876724.0,1549169.0,963563.0,4752018.0,5121231.0,7472030.0,3620042.0,585606.0,238129.0,1288854.0,12885428.0,10592769.0,,791105.0,47059911.0,360163.0,560433.0,1076965.0,6807912.0,823320.0
2016-10,10592048.0,842121.0,1794353.0,2843383.0,,2792370.0,2181437.0,638501.0,,1075201.0,9817989.0,1529552.0,938151.0,4909117.0,5449427.0,7461335.0,3736476.0,591401.0,235022.0,1264502.0,12106179.0,9783364.0,,672009.0,46455078.0,375911.0,562301.0,930882.0,6822834.0,808684.0
2016-11,11195401.0,885511.0,1815184.0,2814682.0,,3233152.0,2526807.0,578325.0,,1416599.0,9492162.0,1699488.0,1015403.0,4614402.0,5811936.0,7123429.0,3880439.0,684085.0,310928.0,1226181.0,12668979.0,10404208.0,,588068.0,48043147.0,395417.0,553549.0,1185126.0,6545104.0,791192.0
2016-12,9012717.0,708618.0,2604902.0,2304028.0,,4233064.0,3174850.0,624135.0,,1806313.0,11546046.0,1792279.0,1050769.0,5000872.0,7237918.0,8187693.0,4352991.0,741509.0,610063.0,1409700.0,10302779.0,8337241.0,,581443.0,51693611.0,448152.0,753451.0,1707621.0,7563558.0,675476.0
2017-01,8885343.0,531598.0,1326493.0,2011575.0,,1866474.0,1439340.0,574561.0,,999921.0,8872611.0,1257047.0,819935.0,4850561.0,4429697.0,7111113.0,3656454.0,437112.0,196809.0,936156.0,9902585.0,8152970.0,,485644.0,39636308.0,230326.0,435005.0,853227.0,6536552.0,732373.0
2017-02,8575909.0,501925.0,1447389.0,1867716.0,,1898160.0,1442390.0,554445.0,,940365.0,8695740.0,1237078.0,766959.0,4419626.0,4194066.0,6773283.0,3538735.0,470119.0,232067.0,936547.0,9621067.0,7897211.0,,543233.0,38074136.0,223703.0,475068.0,725037.0,6218839.0,678698.0
2017-03,12549233.0,673108.0,1669542.0,2354043.0,,2255093.0,1753463.0,604698.0,,1200419.0,9748331.0,1458987.0,890291.0,4905820.0,4921097.0,7523928.0,3890209.0,568696.0,218610.0,1029194.0,13938543.0,11591864.0,,716202.0,46588809.0,283019.0,554860.0,887072.0,6919230.0,957369.0
2017-04,12415217.0,844163.0,1683501.0,2915135.0,,2535623.0,1920770.0,634717.0,,1098812.0,9767212.0,1444815.0,894154.0,4901008.0,5619293.0,7466032.0,3831317.0,550661.0,247257.0,1061931.0,14287828.0,11505571.0,,1028448.0,48423073.0,367596.0,617680.0,960097.0,6831315.0,909646.0
2017-05,14282423.0,916739.0,1949176.0,4031356.0,,2775341.0,2093725.0,674710.0,,1147673.0,10415709.0,1578602.0,985496.0,5266838.0,6024016.0,7857224.0,3960903.0,593106.0,310052.0,1324940.0,16562192.0,13258936.0,,1363030.0,54057557.0,371564.0,609308.0,969988.0,7182514.0,1023487.0
2017-06,13129082.0,829159.0,2139493.0,3895683.0,,2770028.0,2122298.0,707458.0,,1193682.0,10867046.0,1571373.0,976380.0,5215354.0,5942715.0,8084429.0,3879887.0,594994.0,291263.0,1324747.0,15234165.0,12128677.0,,1275924.0,52905969.0,356467.0,643124.0,1011288.0,7376971.0,1000405.0
2017-07,12072073.0,747252.0,2229883.0,3609415.0,,2655809.0,2051995.0,745602.0,,1150919.0,10952786.0,1591473.0,1004405.0,5318191.0,5802361.0,8081655.0,3787514.0,587068.0,270161.0,1214106.0,13859559.0,11161970.0,,1040233.0,50974136.0,333653.0,641248.0,1032003.0,7336053.0,910104.0
2017-08,13153802.0,791022.0,2129973.0,3468538.0,,2905339.0,2245844.0,711558.0,,1314037.0,10528908.0,1641583.0,1044269.0,5505875.0,5618388.0,7768012.0,3850450.0,597313.0,273799.0,1295572.0,14879371.0,12097403.0,,934547.0,52091210.0,385696.0,630923.0,1083149.0,7056454.0,1056399.0
2017-09,12037692.0,777115.0,1936343.0,3440362.0,,2794065.0,2179701.0,695815.0,,1330495.0,10384825.0,1637375.0,1034197.0,5328184.0,5425447.0,7815511.0,3749639.0,603178.0,265553.0,1296844.0,13602261.0,11175109.0,,787453.0,50105018.0,348811.0,632971.0,1115522.0,7119696.0,862583.0
2017-10,12663044.0,1002154.0,1805296.0,3376377.0,,2828377.0,2218988.0,691185.0,,1220445.0,9935274.0,1565709.0,970653.0,5373886.0,5781944.0,7503459.0,3971887.0,595056.0,252895.0,1256592.0,14371388.0,11750419.0,,706191.0,50626368.0,356494.0,626520.0,944488.0,6812274.0,912625.0
2017-11,11316281.0,1114686.0,1862535.0,3120733.0,,3512203.0,2731598.0,625281.0,,1847126.0,9817581.0,1743935.0,1041534.0,5424089.0,6505684.0,7326962.0,4092081.0,702400.0,341200.0,1222222.0,13102242.0,10422699.0,,671275.0,51723467.0,439405.0,628084.0,1335571.0,6701680.0,893581.0
2017-12,9394601.0,738149.0,2657107.0,2459482.0,,4272937.0,3184793.0,662012.0,,2180394.0,11927605.0,1729845.0,1035040.0,5492022.0,7337697.0,8407925.0,4262770.0,694804.0,632484.0,1419182.0,10712257.0,8672865.0,,579507.0,53621980.0,455660.0,862574.0,1827789.0,7745914.0,721736.0
2018-01,9114913.0,644320.0,1419582.0,2128143.0,,1954146.0,1517094.0,571785.0,,1270702.0,9122014.0,1341389.0,834813.0,5194752.0,4555855.0,7205325.0,3770676.0,506576.0,210108.0,966726.0,10263470.0,8338740.0,,504237.0,41445101.0,226944.0,497107.0,877229.0,6633540.0,776174.0
2018-02,8916769.0,560878.0,1470347.0,2053293.0,,1955818.0,1487041.0,549337.0,,945914.0,8792812.0,1216381.0,751273.0,4848773.0,4376170.0,6782655.0,3544218.0,465108.0,249074.0,983953.0,10018910.0,8144050.0,,541262.0,39476157.0,219704.0,539810.0,739915.0,6233318.0,772719.0
2018-03,12671465.0,698268.0,1832808.0,2481574.0,,2491383.0,1946476.0,640417.0,,1122434.0,10333984.0,1477308.0,913716.0,5257245.0,5215076.0,7833711.0,3915218.0,563593.0,246858.0,1133748.0,14109336.0,11677471.0,,739603.0,48435697.0,298049.0,667465.0,898390.0,7193294.0,993995.0
2018-04,12540602.0,900418.0,1650879.0,2958630.0,,2504346.0,1939554.0,629895.0,,1127511.0,9544760.0,1492534.0,934715.0,5313041.0,5349682.0,7309245.0,3786167.0,557820.0,232067.0,1098209.0,14479711.0,11533918.0,,1038691.0,48565856.0,332725.0,584636.0,911264.0,6679350.0,1006684.0
2018-05,14589941.0,1051615.0,2079141.0,4448950.0,,3052758.0,2339796.0,728974.0,,1121102.0,10873375.0,1599731.0,1001396.0,6187581.0,6403769.0,8121196.0,4010215.0,598335.0,313518.0,1419829.0,17096831.0,13475485.0,,1455276.0,57227355.0,399444.0,673037.0,1013214.0,7392222.0,1114456.0
2018-06,13469180.0,871551.0,2239279.0,4083225.0,,2935431.0,2271444.0,748058.0,,1179069.0,11315459.0,1565613.0,982346.0,6011433.0,6144849.0,8399934.0,3897888.0,583267.0,304708.0,1395457.0,15592392.0,12421699.0,,1251660.0,55120461.0,359279.0,676247.0,999644.0,7651876.0,1047481.0
2018-07,12202470.0,833267.0,2208467.0,3749825.0,,2814065.0,2191462.0,816957.0,,1192863.0,10954868.0,1613852.0,1032870.0,6291445.0,5892036.0,8088547.0,3769627.0,580982.0,284165.0,1333657.0,14222833.0,11178321.0,,1187096.0,52835683.0,338438.0,657854.0,1000611.0,7271590.0,1024149.0
2018-08,12894313.0,852815.0,2383370.0,3542523.0,,3115133.0,2439025.0,764483.0,,1343053.0,11250935.0,1659114.0,1057826.0,6143917.0,5831062.0,8210906.0,3950963.0,601288.0,275475.0,1408738.0,14797701.0,11849346.0,,1050573.0,54160270.0,400632.0,656659.0,1117130.0,7446424.0,1044967.0
2018-09,12125913.0,809785.0,1904117.0,3267494.0,,2923494.0,2323053.0,711662.0,,1283883.0,10768789.0,1633382.0,1041310.0,5679070.0,5692843.0,8212718.0,3860867.0,592072.0,263970.0,1325503.0,13691288.0,11205105.0,,755590.0,51234938.0,336471.0,651953.0,1108326.0,7501056.0,920808.0
2018-10,12632226.0,1136736.0,1912616.0,3330279.0,42084.0,2968535.0,2335353.0,705756.0,,1332257.0,10452450.0,1541410.0,932104.0,5821533.0,5871369.0,7863425.0,4199549.0,609306.0,262985.0,1427944.0,14510514.0,11554401.0,,741552.0,52409997.0,370197.0,676410.0,954157.0,7157669.0,1077826.0
2018-11,11432703.0,1096134.0,1991186.0,3033993.0,55396.0,3658440.0,2827809.0,667135.0,,1797074.0,10396043.0,1729524.0,1052155.0,5140770.0,6594182.0,7731907.0,4243950.0,677370.0,373870.0,1357455.0,13219959.0,10476508.0,,691122.0,52480485.0,456761.0,672950.0,1309094.0,7064772.0,956195.0
2018-12,9371664.0,691943.0,2600921.0,2438266.0,58848.0,4332837.0,3297785.0,684304.0,,1913919.0,11965814.0,1754459.0,1047331.0,4943087.0,7647537.0,8439627.0,4475997.0,707128.0,594176.0,1472523.0,10619109.0,8597661.0,,555502.0,53299810.0,440875.0,925266.0,1736262.0,7755323.0,774003.0
2019-01,9401003.0,696759.0,1493717.0,2224205.0,55451.0,2070484.0,1649322.0,582753.0,,905434.0,9826835.0,1313965.0,837699.0,4515892.0,4676431.0,7795911.0,3877253.0,476266.0,184280.0,1104350.0,10619591.0,8509008.0,,521829.0,42005090.0,236881.0,537208.0,870651.0,7213157.0,891994.0
2019-02,9248014.0,584007.0,1512503.0,1984345.0,52082.0,1982435.0,1501123.0,554385.0,,776444.0,9325503.0,1209743.0,748148.0,4362367.0,4621887.0,7269904.0,3649547.0,461595.0,260869.0,1050367.0,10344105.0,8432748.0,,512084.0,40038590.0,220443.0,543096.0,731848.0,6715519.0,815267.0
2019-03,12641546.0,741184.0,1791095.0,2553418.0,60764.0,2607030.0,2017607.0,621443.0,,991191.0,10524782.0,1521888.0,936199.0,5205087.0,5354319.0,8107629.0,4006111.0,585689.0,262163.0,1218548.0,14182467.0,11498369.0,,799736.0,49007033.0,327260.0,626058.0,842193.0,7486186.0,1143177.0
2019-04,13323237.0,981280.0,1820047.0,3038942.0,74636.0,2585627.0,2009928.0,628154.0,,997546.0,10213806.0,1510166.0,930249.0,5165899.0,5808242.0,7739665.0,3957803.0,579918.0,256220.0,1216068.0,15334762.0,12180898.0,,1030246.0,50761198.0,319480.0,654093.0,932335.0,7111511.0,1142339.0
2019-05,14886191.0,1016674.0,2174573.0,4293505.0,85946.0,2987065.0,2298252.0,692372.0,,1054521.0,11254088.0,1675514.0,1068874.0,5959594.0,6504394.0,8410205.0,4133582.0,606640.0,327570.0,1548364.0,17333614.0,13645800.0,,1430749.0,57706834.0,361242.0,669311.0,962591.0,7717833.0,1240391.0
2019-06,12715666.0,859731.0,2212675.0,4190474.0,91692.0,3029306.0,2374882.0,708567.0,,1031552.0,11263887.0,1592083.0,1014398.0,5524970.0,6476427.0,8365872.0,3820366.0,577685.0,292409.0,1542223.0,14818169.0,11622830.0,,1242772.0,54274479.0,362016.0,685341.0,985020.0,7657305.0,1092836.0
2019-07,13156946.0,858660.0,2305863.0,3981032.0,106064.0,2802985.0,2221140.0,732838.0,,1065031.0,11329980.0,1667644.0,1063700.0,5834287.0,6156607.0,8324322.0,4089025.0,603944.0,258200.0,1513228.0,15186500.0,12038881.0,,1170894.0,54613897.0,323646.0,699795.0,987578.0,7591484.0,1118065.0
2019-08,12886878.0,820745.0,2407024.0,3436181.0,125954.0,3200114.0,2485567.0,718547.0,,1227200.0,11671040.0,1726488.0,1104066.0,5702523.0,6156765.0,8535031.0,3991830.0,622422.0,298437.0,1601975.0,14743210.0,11872951.0,,1035587.0,54567305.0,416109.0,728985.0,1109979.0,7816484.0,1013927.0
2019-09,12469695.0,843138.0,1928228.0,3400549.0,122927.0,2868751.0,2269240.0,662270.0,,1135677.0,10423819.0,1612919.0,1035066.0,5290783.0,5782632.0,7836691.0,3877343.0,577853.0,259131.0,1487030.0,14112061.0,11456021.0,,799228.0,51073691.0,340380.0,658900.0,1082127.0,7174422.0,1013674.0
2019-10,12432496.0,1138897.0,1968146.0,3377133.0,129980.0,3079569.0,2440673.0,654668.0,,1109898.0,10795197.0,1579099.0,981845.0,5496434.0,6189467.0,8134834.0,4050216.0,597254.0,286517.0,1537688.0,14297923.0,11395820.0,,726530.0,52425670.0,352379.0,692217.0,913047.0,7480166.0,1036676.0
2019-11,11683891.0,1106271.0,2048391.0,3073874.0,136775.0,3705386.0,2894949.0,604756.0,,1621848.0,10856595.0,1718198.0,1045815.0,5154495.0,6873962.0,8108326.0,3979236.0,672382.0,371120.0,1474163.0,13520383.0,10682460.0,,730221.0,53177952.0,439317.0,699878.0,1199814.0,7503570.0,1001431.0
2019-12,9784121.0,688167.0,2611568.0,2642116.0,147885.0,4422949.0,3353579.0,659166.0,,1815677.0,12044641.0,1785477.0,1087703.0,5019485.0,7700365.0,8545154.0,4545163.0,697774.0,624736.0,1692623.0,11009821.0,8956186.0,,537533.0,54328294.0,444634.0,887918.0,1649979.0,7885988.0,827935.0
2020-01,9787133.0,664030.0,1604299.0,2299957.0,154077.0,2130674.0,1684782.0,605099.0,,977307.0,10093211.0,1348369.0,874733.0,4948482.0,4859516.0,7948890.0,3929109.0,473635.0,228975.0,1282351.0,10952952.0,8914854.0,,501789.0,43646873.0,216917.0,540021.0,824945.0,7343791.0,872279.0
2020-02,9940504.0,612178.0,1638465.0,2165609.0,151930.0,2059823.0,1598184.0,578712.0,,858378.0,9969878.0,1333667.0,866288.0,4667287.0,5005365.0,7752114.0,3827333.0,467379.0,252268.0,1198111.0,11105204.0,9046774.0,,552522.0,42981961.0,209371.0,579300.0,791305.0,7173401.0,893730.0
2020-03,8068829.0,680772.0,1956963.0,2655981.0,181180.0,1194553.0,927437.0,632189.0,,938044.0,12448924.0,1101736.0,689823.0,4112608.0,5686954.0,9792511.0,4232710.0,411913.0,138738.0,1286076.0,9332191.0,7310739.0,,582590.0,43641006.0,128378.0,699449.0,651229.0,9160323.0,758091.0
2020-04,4746197.0,718632.0,1911359.0,2692589.0,178429.0,394879.0,269805.0,696986.0,,842452.0,11656483.0,562455.0,330489.0,2704925.0,5273350.0,9108715.0,3506365.0,231967.0,52755.0,947633.0,5959338.0,4337190.0,,494510.0,34869392.0,72319.0,636409.0,328924.0,8411729.0,409007.0
2020-05,8801298.0,930038.0,2237936.0,4108803.0,186353.0,959953.0,717062.0,836289.0,,984435.0,12628827.0,987922.0,661103.0,3635432.0,7147713.0,9653571.0,3781828.0,326820.0,95176.0,1417724.0,10982201.0,7926049.0,,1250865.0,47342177.0,147715.0,737321.0,707340.0,8817281.0,875250.0
2020-06,12768289.0,956943.0,2388082.0,4938366.0,201105.0,2219415.0,1731061.0,781784.0,,1132633.0,12308206.0,1619025.0,1112609.0,4465242.0,7192685.0,9162940.0,4169353.0,506417.0,183169.0,1644020.0,15490928.0,11669966.0,,1765697.0,56342104.0,305185.0,757184.0,1162230.0,8381156.0,1098323.0
2020-07,13111286.0,926598.0,2640126.0,4268811.0,232689.0,2483202.0,1909365.0,814741.0,,1213798.0,12812409.0,1760939.0,1179648.0,4953992.0,6926285.0,9393927.0,4235363.0,581292.0,254777.0,1750963.0,15726106.0,11892437.0,,1688222.0,57254433.0,319060.0,778356.0,1122564.0,8579186.0,1218849.0
2020-08,12926079.0,843241.0,2392769.0,4049075.0,251663.0,2659708.0,2027045.0,758123.0,,1305212.0,12104254.0,1723762.0,1134010.0,4880323.0,6483395.0,8999252.0,3987018.0,589752.0,289059.0,1833141.0,14950900.0,11819829.0,,1181581.0,55127885.0,343604.0,712233.0,1151096.0,8241129.0,1106249.0
2020-09,13723310.0,935244.0,2179370.0,4223415.0,256312.0,2537810.0,1962069.0,722734.0,,1321470.0,11632896.0,1801594.0,1192138.0,4627215.0,6350579.0,8744150.0,4142295.0,609457.0,257294.0,1789532.0,15644213.0,12597467.0,,985659.0,55166045.0,318447.0,709377.0,1095025.0,8021415.0,1125843.0
